#    L    TT             EE             BB             TE          
 16014    0.18820E-01    0.21558E-03    0.19278E-03   -0.26756E-03
 16015    0.18931E-01    0.21545E-03    0.19271E-03   -0.26707E-03
 16016    0.19054E-01    0.21532E-03    0.19263E-03   -0.26654E-03
 16017    0.19187E-01    0.21518E-03    0.19256E-03   -0.26597E-03
 16018    0.19329E-01    0.21504E-03    0.19248E-03   -0.26537E-03
 16019    0.19479E-01    0.21489E-03    0.19241E-03   -0.26474E-03
 16020    0.19635E-01    0.21475E-03    0.19233E-03   -0.26409E-03
 16021    0.19796E-01    0.21460E-03    0.19225E-03   -0.26343E-03
 16022    0.19960E-01    0.21444E-03    0.19218E-03   -0.26275E-03
 16023    0.20125E-01    0.21429E-03    0.19210E-03   -0.26207E-03
 16024    0.20290E-01    0.21414E-03    0.19202E-03   -0.26138E-03
 16025    0.20453E-01    0.21399E-03    0.19194E-03   -0.26071E-03
 16026    0.20612E-01    0.21384E-03    0.19186E-03   -0.26005E-03
 16027    0.20766E-01    0.21369E-03    0.19179E-03   -0.25940E-03
 16028    0.20914E-01    0.21355E-03    0.19171E-03   -0.25878E-03
 16029    0.21053E-01    0.21341E-03    0.19164E-03   -0.25819E-03
 16030    0.21183E-01    0.21328E-03    0.19156E-03   -0.25763E-03
 16031    0.21302E-01    0.21315E-03    0.19149E-03   -0.25712E-03
 16032    0.21409E-01    0.21303E-03    0.19142E-03   -0.25664E-03
 16033    0.21502E-01    0.21291E-03    0.19135E-03   -0.25621E-03
 16034    0.21581E-01    0.21280E-03    0.19128E-03   -0.25583E-03
 16035    0.21645E-01    0.21270E-03    0.19122E-03   -0.25551E-03
 16036    0.21694E-01    0.21261E-03    0.19115E-03   -0.25524E-03
 16037    0.21726E-01    0.21253E-03    0.19109E-03   -0.25503E-03
 16038    0.21741E-01    0.21245E-03    0.19103E-03   -0.25487E-03
 16039    0.21740E-01    0.21239E-03    0.19097E-03   -0.25478E-03
 16040    0.21722E-01    0.21233E-03    0.19092E-03   -0.25475E-03
 16041    0.21687E-01    0.21228E-03    0.19086E-03   -0.25477E-03
 16042    0.21635E-01    0.21224E-03    0.19081E-03   -0.25486E-03
 16043    0.21568E-01    0.21221E-03    0.19076E-03   -0.25500E-03
 16044    0.21485E-01    0.21218E-03    0.19071E-03   -0.25519E-03
 16045    0.21387E-01    0.21216E-03    0.19066E-03   -0.25544E-03
 16046    0.21275E-01    0.21215E-03    0.19062E-03   -0.25574E-03
 16047    0.21150E-01    0.21215E-03    0.19057E-03   -0.25608E-03
 16048    0.21014E-01    0.21215E-03    0.19053E-03   -0.25647E-03
 16049    0.20868E-01    0.21216E-03    0.19049E-03   -0.25689E-03
 16050    0.20712E-01    0.21217E-03    0.19045E-03   -0.25734E-03
 16051    0.20548E-01    0.21219E-03    0.19041E-03   -0.25782E-03
 16052    0.20379E-01    0.21221E-03    0.19037E-03   -0.25832E-03
 16053    0.20205E-01    0.21223E-03    0.19033E-03   -0.25884E-03
 16054    0.20028E-01    0.21225E-03    0.19030E-03   -0.25937E-03
 16055    0.19849E-01    0.21228E-03    0.19026E-03   -0.25990E-03
 16056    0.19671E-01    0.21230E-03    0.19022E-03   -0.26043E-03
 16057    0.19496E-01    0.21232E-03    0.19018E-03   -0.26096E-03
 16058    0.19324E-01    0.21234E-03    0.19015E-03   -0.26147E-03
 16059    0.19157E-01    0.21236E-03    0.19011E-03   -0.26196E-03
 16060    0.18997E-01    0.21237E-03    0.19007E-03   -0.26243E-03
 16061    0.18845E-01    0.21238E-03    0.19003E-03   -0.26286E-03
 16062    0.18704E-01    0.21239E-03    0.18999E-03   -0.26327E-03
 16063    0.18573E-01    0.21239E-03    0.18994E-03   -0.26363E-03
 16064    0.18455E-01    0.21238E-03    0.18990E-03   -0.26395E-03
 16065    0.18350E-01    0.21237E-03    0.18985E-03   -0.26422E-03
 16066    0.18259E-01    0.21235E-03    0.18980E-03   -0.26444E-03
 16067    0.18184E-01    0.21232E-03    0.18976E-03   -0.26460E-03
 16068    0.18124E-01    0.21228E-03    0.18970E-03   -0.26471E-03
 16069    0.18081E-01    0.21224E-03    0.18965E-03   -0.26477E-03
 16070    0.18054E-01    0.21219E-03    0.18960E-03   -0.26476E-03
 16071    0.18045E-01    0.21212E-03    0.18954E-03   -0.26469E-03
 16072    0.18053E-01    0.21205E-03    0.18948E-03   -0.26456E-03
 16073    0.18077E-01    0.21197E-03    0.18942E-03   -0.26437E-03
 16074    0.18118E-01    0.21189E-03    0.18936E-03   -0.26412E-03
 16075    0.18175E-01    0.21179E-03    0.18929E-03   -0.26382E-03
 16076    0.18248E-01    0.21169E-03    0.18923E-03   -0.26346E-03
 16077    0.18336E-01    0.21158E-03    0.18916E-03   -0.26305E-03
 16078    0.18437E-01    0.21146E-03    0.18909E-03   -0.26259E-03
 16079    0.18551E-01    0.21133E-03    0.18902E-03   -0.26208E-03
 16080    0.18677E-01    0.21120E-03    0.18894E-03   -0.26153E-03
 16081    0.18814E-01    0.21107E-03    0.18887E-03   -0.26095E-03
 16082    0.18959E-01    0.21093E-03    0.18879E-03   -0.26033E-03
 16083    0.19112E-01    0.21078E-03    0.18872E-03   -0.25969E-03
 16084    0.19271E-01    0.21064E-03    0.18864E-03   -0.25903E-03
 16085    0.19435E-01    0.21049E-03    0.18857E-03   -0.25835E-03
 16086    0.19602E-01    0.21034E-03    0.18849E-03   -0.25766E-03
 16087    0.19769E-01    0.21018E-03    0.18841E-03   -0.25696E-03
 16088    0.19936E-01    0.21003E-03    0.18833E-03   -0.25627E-03
 16089    0.20101E-01    0.20988E-03    0.18826E-03   -0.25559E-03
 16090    0.20262E-01    0.20973E-03    0.18818E-03   -0.25492E-03
 16091    0.20418E-01    0.20959E-03    0.18810E-03   -0.25427E-03
 16092    0.20567E-01    0.20945E-03    0.18803E-03   -0.25365E-03
 16093    0.20707E-01    0.20931E-03    0.18796E-03   -0.25306E-03
 16094    0.20837E-01    0.20918E-03    0.18788E-03   -0.25250E-03
 16095    0.20956E-01    0.20905E-03    0.18781E-03   -0.25198E-03
 16096    0.21063E-01    0.20893E-03    0.18774E-03   -0.25151E-03
 16097    0.21156E-01    0.20881E-03    0.18767E-03   -0.25109E-03
 16098    0.21234E-01    0.20871E-03    0.18761E-03   -0.25072E-03
 16099    0.21297E-01    0.20861E-03    0.18754E-03   -0.25040E-03
 16100    0.21344E-01    0.20852E-03    0.18748E-03   -0.25015E-03
 16101    0.21375E-01    0.20844E-03    0.18742E-03   -0.24995E-03
 16102    0.21388E-01    0.20836E-03    0.18736E-03   -0.24981E-03
 16103    0.21385E-01    0.20830E-03    0.18730E-03   -0.24973E-03
 16104    0.21364E-01    0.20824E-03    0.18725E-03   -0.24971E-03
 16105    0.21326E-01    0.20819E-03    0.18719E-03   -0.24976E-03
 16106    0.21272E-01    0.20815E-03    0.18714E-03   -0.24986E-03
 16107    0.21201E-01    0.20812E-03    0.18709E-03   -0.25002E-03
 16108    0.21115E-01    0.20810E-03    0.18705E-03   -0.25024E-03
 16109    0.21013E-01    0.20808E-03    0.18700E-03   -0.25051E-03
 16110    0.20898E-01    0.20807E-03    0.18696E-03   -0.25083E-03
 16111    0.20770E-01    0.20807E-03    0.18691E-03   -0.25119E-03
 16112    0.20630E-01    0.20808E-03    0.18687E-03   -0.25160E-03
 16113    0.20480E-01    0.20808E-03    0.18683E-03   -0.25204E-03
 16114    0.20320E-01    0.20810E-03    0.18679E-03   -0.25252E-03
 16115    0.20153E-01    0.20812E-03    0.18676E-03   -0.25302E-03
 16116    0.19980E-01    0.20814E-03    0.18672E-03   -0.25354E-03
 16117    0.19803E-01    0.20816E-03    0.18668E-03   -0.25408E-03
 16118    0.19622E-01    0.20818E-03    0.18665E-03   -0.25463E-03
 16119    0.19441E-01    0.20821E-03    0.18661E-03   -0.25518E-03
 16120    0.19260E-01    0.20823E-03    0.18658E-03   -0.25573E-03
 16121    0.19081E-01    0.20826E-03    0.18654E-03   -0.25627E-03
 16122    0.18907E-01    0.20828E-03    0.18650E-03   -0.25680E-03
 16123    0.18737E-01    0.20830E-03    0.18646E-03   -0.25730E-03
 16124    0.18576E-01    0.20832E-03    0.18643E-03   -0.25778E-03
 16125    0.18422E-01    0.20833E-03    0.18639E-03   -0.25823E-03
 16126    0.18279E-01    0.20833E-03    0.18635E-03   -0.25864E-03
 16127    0.18147E-01    0.20833E-03    0.18630E-03   -0.25901E-03
 16128    0.18028E-01    0.20833E-03    0.18626E-03   -0.25933E-03
 16129    0.17922E-01    0.20832E-03    0.18622E-03   -0.25961E-03
 16130    0.17832E-01    0.20830E-03    0.18617E-03   -0.25983E-03
 16131    0.17756E-01    0.20827E-03    0.18612E-03   -0.25999E-03
 16132    0.17697E-01    0.20823E-03    0.18607E-03   -0.26010E-03
 16133    0.17655E-01    0.20819E-03    0.18602E-03   -0.26015E-03
 16134    0.17630E-01    0.20814E-03    0.18596E-03   -0.26013E-03
 16135    0.17622E-01    0.20808E-03    0.18591E-03   -0.26006E-03
 16136    0.17632E-01    0.20801E-03    0.18585E-03   -0.25992E-03
 16137    0.17658E-01    0.20793E-03    0.18579E-03   -0.25972E-03
 16138    0.17702E-01    0.20784E-03    0.18573E-03   -0.25946E-03
 16139    0.17762E-01    0.20775E-03    0.18566E-03   -0.25914E-03
 16140    0.17838E-01    0.20765E-03    0.18560E-03   -0.25877E-03
 16141    0.17928E-01    0.20754E-03    0.18553E-03   -0.25834E-03
 16142    0.18033E-01    0.20742E-03    0.18546E-03   -0.25786E-03
 16143    0.18151E-01    0.20730E-03    0.18539E-03   -0.25734E-03
 16144    0.18281E-01    0.20717E-03    0.18532E-03   -0.25677E-03
 16145    0.18422E-01    0.20703E-03    0.18525E-03   -0.25616E-03
 16146    0.18571E-01    0.20689E-03    0.18517E-03   -0.25553E-03
 16147    0.18728E-01    0.20675E-03    0.18510E-03   -0.25486E-03
 16148    0.18892E-01    0.20660E-03    0.18502E-03   -0.25418E-03
 16149    0.19060E-01    0.20645E-03    0.18494E-03   -0.25348E-03
 16150    0.19230E-01    0.20630E-03    0.18487E-03   -0.25277E-03
 16151    0.19402E-01    0.20615E-03    0.18479E-03   -0.25206E-03
 16152    0.19573E-01    0.20600E-03    0.18471E-03   -0.25135E-03
 16153    0.19742E-01    0.20585E-03    0.18464E-03   -0.25065E-03
 16154    0.19907E-01    0.20570E-03    0.18456E-03   -0.24996E-03
 16155    0.20066E-01    0.20556E-03    0.18448E-03   -0.24930E-03
 16156    0.20218E-01    0.20542E-03    0.18441E-03   -0.24866E-03
 16157    0.20361E-01    0.20528E-03    0.18434E-03   -0.24805E-03
 16158    0.20494E-01    0.20515E-03    0.18426E-03   -0.24749E-03
 16159    0.20616E-01    0.20502E-03    0.18419E-03   -0.24696E-03
 16160    0.20725E-01    0.20490E-03    0.18412E-03   -0.24648E-03
 16161    0.20820E-01    0.20479E-03    0.18406E-03   -0.24605E-03
 16162    0.20900E-01    0.20468E-03    0.18399E-03   -0.24567E-03
 16163    0.20964E-01    0.20458E-03    0.18393E-03   -0.24535E-03
 16164    0.21012E-01    0.20449E-03    0.18387E-03   -0.24509E-03
 16165    0.21043E-01    0.20441E-03    0.18381E-03   -0.24490E-03
 16166    0.21056E-01    0.20434E-03    0.18375E-03   -0.24476E-03
 16167    0.21052E-01    0.20428E-03    0.18369E-03   -0.24469E-03
 16168    0.21031E-01    0.20422E-03    0.18364E-03   -0.24468E-03
 16169    0.20992E-01    0.20417E-03    0.18359E-03   -0.24473E-03
 16170    0.20936E-01    0.20414E-03    0.18354E-03   -0.24485E-03
 16171    0.20864E-01    0.20411E-03    0.18349E-03   -0.24502E-03
 16172    0.20775E-01    0.20408E-03    0.18344E-03   -0.24525E-03
 16173    0.20672E-01    0.20407E-03    0.18340E-03   -0.24554E-03
 16174    0.20554E-01    0.20406E-03    0.18335E-03   -0.24587E-03
 16175    0.20423E-01    0.20406E-03    0.18331E-03   -0.24626E-03
 16176    0.20279E-01    0.20407E-03    0.18327E-03   -0.24668E-03
 16177    0.20126E-01    0.20408E-03    0.18324E-03   -0.24715E-03
 16178    0.19962E-01    0.20409E-03    0.18320E-03   -0.24765E-03
 16179    0.19791E-01    0.20411E-03    0.18316E-03   -0.24817E-03
 16180    0.19614E-01    0.20413E-03    0.18313E-03   -0.24872E-03
 16181    0.19432E-01    0.20416E-03    0.18309E-03   -0.24928E-03
 16182    0.19248E-01    0.20419E-03    0.18306E-03   -0.24985E-03
 16183    0.19062E-01    0.20421E-03    0.18302E-03   -0.25043E-03
 16184    0.18877E-01    0.20424E-03    0.18299E-03   -0.25100E-03
 16185    0.18694E-01    0.20427E-03    0.18295E-03   -0.25157E-03
 16186    0.18515E-01    0.20429E-03    0.18292E-03   -0.25212E-03
 16187    0.18342E-01    0.20431E-03    0.18288E-03   -0.25265E-03
 16188    0.18176E-01    0.20433E-03    0.18284E-03   -0.25315E-03
 16189    0.18019E-01    0.20434E-03    0.18281E-03   -0.25362E-03
 16190    0.17872E-01    0.20435E-03    0.18277E-03   -0.25405E-03
 16191    0.17737E-01    0.20435E-03    0.18273E-03   -0.25443E-03
 16192    0.17614E-01    0.20435E-03    0.18269E-03   -0.25478E-03
 16193    0.17506E-01    0.20434E-03    0.18264E-03   -0.25507E-03
 16194    0.17413E-01    0.20432E-03    0.18260E-03   -0.25530E-03
 16195    0.17335E-01    0.20429E-03    0.18255E-03   -0.25548E-03
 16196    0.17274E-01    0.20426E-03    0.18250E-03   -0.25560E-03
 16197    0.17231E-01    0.20422E-03    0.18245E-03   -0.25565E-03
 16198    0.17204E-01    0.20417E-03    0.18240E-03   -0.25565E-03
 16199    0.17196E-01    0.20411E-03    0.18234E-03   -0.25557E-03
 16200    0.17205E-01    0.20404E-03    0.18228E-03   -0.25544E-03
 16201    0.17232E-01    0.20396E-03    0.18222E-03   -0.25524E-03
 16202    0.17276E-01    0.20388E-03    0.18216E-03   -0.25498E-03
 16203    0.17337E-01    0.20378E-03    0.18210E-03   -0.25465E-03
 16204    0.17414E-01    0.20368E-03    0.18203E-03   -0.25427E-03
 16205    0.17507E-01    0.20357E-03    0.18197E-03   -0.25384E-03
 16206    0.17614E-01    0.20345E-03    0.18190E-03   -0.25335E-03
 16207    0.17734E-01    0.20333E-03    0.18183E-03   -0.25281E-03
 16208    0.17867E-01    0.20320E-03    0.18176E-03   -0.25223E-03
 16209    0.18010E-01    0.20307E-03    0.18168E-03   -0.25161E-03
 16210    0.18164E-01    0.20293E-03    0.18161E-03   -0.25096E-03
 16211    0.18325E-01    0.20279E-03    0.18154E-03   -0.25028E-03
 16212    0.18492E-01    0.20264E-03    0.18146E-03   -0.24957E-03
 16213    0.18664E-01    0.20249E-03    0.18138E-03   -0.24885E-03
 16214    0.18839E-01    0.20234E-03    0.18131E-03   -0.24812E-03
 16215    0.19015E-01    0.20219E-03    0.18123E-03   -0.24739E-03
 16216    0.19191E-01    0.20204E-03    0.18116E-03   -0.24665E-03
 16217    0.19365E-01    0.20189E-03    0.18108E-03   -0.24593E-03
 16218    0.19534E-01    0.20174E-03    0.18100E-03   -0.24522E-03
 16219    0.19698E-01    0.20160E-03    0.18093E-03   -0.24454E-03
 16220    0.19855E-01    0.20146E-03    0.18085E-03   -0.24388E-03
 16221    0.20003E-01    0.20132E-03    0.18078E-03   -0.24325E-03
 16222    0.20141E-01    0.20119E-03    0.18071E-03   -0.24266E-03
 16223    0.20267E-01    0.20106E-03    0.18064E-03   -0.24211E-03
 16224    0.20380E-01    0.20094E-03    0.18057E-03   -0.24161E-03
 16225    0.20479E-01    0.20083E-03    0.18050E-03   -0.24116E-03
 16226    0.20562E-01    0.20073E-03    0.18044E-03   -0.24077E-03
 16227    0.20630E-01    0.20063E-03    0.18037E-03   -0.24044E-03
 16228    0.20681E-01    0.20054E-03    0.18031E-03   -0.24017E-03
 16229    0.20715E-01    0.20046E-03    0.18025E-03   -0.23996E-03
 16230    0.20731E-01    0.20039E-03    0.18020E-03   -0.23981E-03
 16231    0.20729E-01    0.20032E-03    0.18014E-03   -0.23973E-03
 16232    0.20709E-01    0.20027E-03    0.18009E-03   -0.23971E-03
 16233    0.20672E-01    0.20022E-03    0.18004E-03   -0.23976E-03
 16234    0.20617E-01    0.20019E-03    0.17999E-03   -0.23988E-03
 16235    0.20545E-01    0.20016E-03    0.17994E-03   -0.24005E-03
 16236    0.20456E-01    0.20014E-03    0.17990E-03   -0.24028E-03
 16237    0.20352E-01    0.20012E-03    0.17985E-03   -0.24058E-03
 16238    0.20233E-01    0.20012E-03    0.17981E-03   -0.24092E-03
 16239    0.20101E-01    0.20012E-03    0.17977E-03   -0.24131E-03
 16240    0.19956E-01    0.20013E-03    0.17973E-03   -0.24175E-03
 16241    0.19800E-01    0.20014E-03    0.17970E-03   -0.24223E-03
 16242    0.19634E-01    0.20015E-03    0.17966E-03   -0.24274E-03
 16243    0.19460E-01    0.20018E-03    0.17962E-03   -0.24329E-03
 16244    0.19280E-01    0.20020E-03    0.17959E-03   -0.24385E-03
 16245    0.19095E-01    0.20023E-03    0.17956E-03   -0.24443E-03
 16246    0.18906E-01    0.20025E-03    0.17952E-03   -0.24503E-03
 16247    0.18716E-01    0.20028E-03    0.17949E-03   -0.24563E-03
 16248    0.18527E-01    0.20031E-03    0.17946E-03   -0.24623E-03
 16249    0.18339E-01    0.20034E-03    0.17942E-03   -0.24681E-03
 16250    0.18156E-01    0.20037E-03    0.17939E-03   -0.24739E-03
 16251    0.17978E-01    0.20039E-03    0.17936E-03   -0.24794E-03
 16252    0.17807E-01    0.20041E-03    0.17932E-03   -0.24847E-03
 16253    0.17645E-01    0.20042E-03    0.17928E-03   -0.24897E-03
 16254    0.17494E-01    0.20043E-03    0.17925E-03   -0.24942E-03
 16255    0.17354E-01    0.20044E-03    0.17921E-03   -0.24984E-03
 16256    0.17227E-01    0.20044E-03    0.17917E-03   -0.25020E-03
 16257    0.17114E-01    0.20043E-03    0.17913E-03   -0.25052E-03
 16258    0.17016E-01    0.20041E-03    0.17908E-03   -0.25078E-03
 16259    0.16935E-01    0.20039E-03    0.17904E-03   -0.25098E-03
 16260    0.16870E-01    0.20036E-03    0.17899E-03   -0.25112E-03
 16261    0.16823E-01    0.20032E-03    0.17894E-03   -0.25119E-03
 16262    0.16793E-01    0.20027E-03    0.17889E-03   -0.25120E-03
 16263    0.16782E-01    0.20021E-03    0.17883E-03   -0.25115E-03
 16264    0.16788E-01    0.20014E-03    0.17878E-03   -0.25103E-03
 16265    0.16813E-01    0.20007E-03    0.17872E-03   -0.25084E-03
 16266    0.16855E-01    0.19998E-03    0.17866E-03   -0.25059E-03
 16267    0.16915E-01    0.19989E-03    0.17860E-03   -0.25027E-03
 16268    0.16991E-01    0.19979E-03    0.17853E-03   -0.24990E-03
 16269    0.17083E-01    0.19968E-03    0.17847E-03   -0.24947E-03
 16270    0.17190E-01    0.19956E-03    0.17840E-03   -0.24898E-03
 16271    0.17311E-01    0.19944E-03    0.17833E-03   -0.24844E-03
 16272    0.17444E-01    0.19931E-03    0.17826E-03   -0.24786E-03
 16273    0.17589E-01    0.19918E-03    0.17819E-03   -0.24723E-03
 16274    0.17744E-01    0.19904E-03    0.17811E-03   -0.24657E-03
 16275    0.17907E-01    0.19890E-03    0.17804E-03   -0.24588E-03
 16276    0.18077E-01    0.19875E-03    0.17797E-03   -0.24517E-03
 16277    0.18252E-01    0.19861E-03    0.17789E-03   -0.24443E-03
 16278    0.18430E-01    0.19846E-03    0.17781E-03   -0.24369E-03
 16279    0.18610E-01    0.19831E-03    0.17774E-03   -0.24294E-03
 16280    0.18790E-01    0.19816E-03    0.17766E-03   -0.24219E-03
 16281    0.18968E-01    0.19801E-03    0.17759E-03   -0.24144E-03
 16282    0.19142E-01    0.19786E-03    0.17751E-03   -0.24071E-03
 16283    0.19311E-01    0.19771E-03    0.17744E-03   -0.24001E-03
 16284    0.19472E-01    0.19757E-03    0.17736E-03   -0.23932E-03
 16285    0.19625E-01    0.19744E-03    0.17729E-03   -0.23867E-03
 16286    0.19768E-01    0.19731E-03    0.17722E-03   -0.23806E-03
 16287    0.19899E-01    0.19718E-03    0.17715E-03   -0.23749E-03
 16288    0.20017E-01    0.19706E-03    0.17708E-03   -0.23696E-03
 16289    0.20121E-01    0.19695E-03    0.17701E-03   -0.23649E-03
 16290    0.20210E-01    0.19684E-03    0.17695E-03   -0.23608E-03
 16291    0.20283E-01    0.19675E-03    0.17688E-03   -0.23572E-03
 16292    0.20338E-01    0.19666E-03    0.17682E-03   -0.23542E-03
 16293    0.20377E-01    0.19658E-03    0.17676E-03   -0.23519E-03
 16294    0.20397E-01    0.19650E-03    0.17671E-03   -0.23503E-03
 16295    0.20400E-01    0.19644E-03    0.17665E-03   -0.23493E-03
 16296    0.20384E-01    0.19639E-03    0.17660E-03   -0.23490E-03
 16297    0.20350E-01    0.19634E-03    0.17655E-03   -0.23493E-03
 16298    0.20298E-01    0.19631E-03    0.17650E-03   -0.23503E-03
 16299    0.20228E-01    0.19628E-03    0.17645E-03   -0.23519E-03
 16300    0.20142E-01    0.19626E-03    0.17641E-03   -0.23542E-03
 16301    0.20040E-01    0.19625E-03    0.17637E-03   -0.23570E-03
 16302    0.19922E-01    0.19624E-03    0.17633E-03   -0.23604E-03
 16303    0.19791E-01    0.19624E-03    0.17629E-03   -0.23643E-03
 16304    0.19647E-01    0.19625E-03    0.17625E-03   -0.23687E-03
 16305    0.19491E-01    0.19626E-03    0.17621E-03   -0.23735E-03
 16306    0.19325E-01    0.19628E-03    0.17618E-03   -0.23786E-03
 16307    0.19150E-01    0.19631E-03    0.17615E-03   -0.23841E-03
 16308    0.18968E-01    0.19633E-03    0.17611E-03   -0.23899E-03
