#    L    TT             EE             BB             TE          
  9399    0.12786E+00    0.14488E-02    0.11870E-02   -0.17743E-02
  9400    0.12770E+00    0.14484E-02    0.11867E-02   -0.17743E-02
  9401    0.12755E+00    0.14480E-02    0.11864E-02   -0.17742E-02
  9402    0.12741E+00    0.14476E-02    0.11861E-02   -0.17740E-02
  9403    0.12728E+00    0.14472E-02    0.11858E-02   -0.17739E-02
  9404    0.12716E+00    0.14468E-02    0.11855E-02   -0.17736E-02
  9405    0.12706E+00    0.14464E-02    0.11852E-02   -0.17734E-02
  9406    0.12697E+00    0.14460E-02    0.11848E-02   -0.17731E-02
  9407    0.12689E+00    0.14455E-02    0.11845E-02   -0.17727E-02
  9408    0.12683E+00    0.14451E-02    0.11842E-02   -0.17723E-02
  9409    0.12678E+00    0.14447E-02    0.11839E-02   -0.17718E-02
  9410    0.12675E+00    0.14442E-02    0.11836E-02   -0.17713E-02
  9411    0.12673E+00    0.14438E-02    0.11832E-02   -0.17707E-02
  9412    0.12672E+00    0.14433E-02    0.11829E-02   -0.17701E-02
  9413    0.12673E+00    0.14429E-02    0.11826E-02   -0.17694E-02
  9414    0.12675E+00    0.14424E-02    0.11823E-02   -0.17686E-02
  9415    0.12679E+00    0.14419E-02    0.11819E-02   -0.17678E-02
  9416    0.12683E+00    0.14414E-02    0.11816E-02   -0.17670E-02
  9417    0.12689E+00    0.14410E-02    0.11813E-02   -0.17661E-02
  9418    0.12696E+00    0.14405E-02    0.11810E-02   -0.17652E-02
  9419    0.12704E+00    0.14400E-02    0.11806E-02   -0.17642E-02
  9420    0.12713E+00    0.14395E-02    0.11803E-02   -0.17633E-02
  9421    0.12723E+00    0.14390E-02    0.11800E-02   -0.17622E-02
  9422    0.12733E+00    0.14385E-02    0.11796E-02   -0.17612E-02
  9423    0.12743E+00    0.14380E-02    0.11793E-02   -0.17601E-02
  9424    0.12754E+00    0.14375E-02    0.11790E-02   -0.17591E-02
  9425    0.12765E+00    0.14370E-02    0.11786E-02   -0.17580E-02
  9426    0.12777E+00    0.14364E-02    0.11783E-02   -0.17569E-02
  9427    0.12788E+00    0.14359E-02    0.11779E-02   -0.17558E-02
  9428    0.12799E+00    0.14354E-02    0.11776E-02   -0.17547E-02
  9429    0.12810E+00    0.14349E-02    0.11773E-02   -0.17537E-02
  9430    0.12820E+00    0.14344E-02    0.11769E-02   -0.17526E-02
  9431    0.12829E+00    0.14340E-02    0.11766E-02   -0.17516E-02
  9432    0.12838E+00    0.14335E-02    0.11763E-02   -0.17506E-02
  9433    0.12846E+00    0.14330E-02    0.11759E-02   -0.17496E-02
  9434    0.12853E+00    0.14325E-02    0.11756E-02   -0.17487E-02
  9435    0.12859E+00    0.14320E-02    0.11753E-02   -0.17478E-02
  9436    0.12864E+00    0.14316E-02    0.11750E-02   -0.17469E-02
  9437    0.12867E+00    0.14311E-02    0.11746E-02   -0.17461E-02
  9438    0.12870E+00    0.14306E-02    0.11743E-02   -0.17454E-02
  9439    0.12871E+00    0.14302E-02    0.11740E-02   -0.17447E-02
  9440    0.12870E+00    0.14298E-02    0.11737E-02   -0.17440E-02
  9441    0.12868E+00    0.14293E-02    0.11733E-02   -0.17434E-02
  9442    0.12865E+00    0.14289E-02    0.11730E-02   -0.17428E-02
  9443    0.12860E+00    0.14285E-02    0.11727E-02   -0.17424E-02
  9444    0.12854E+00    0.14281E-02    0.11724E-02   -0.17419E-02
  9445    0.12846E+00    0.14277E-02    0.11721E-02   -0.17415E-02
  9446    0.12837E+00    0.14273E-02    0.11718E-02   -0.17412E-02
  9447    0.12827E+00    0.14269E-02    0.11715E-02   -0.17409E-02
  9448    0.12815E+00    0.14265E-02    0.11712E-02   -0.17407E-02
  9449    0.12803E+00    0.14261E-02    0.11709E-02   -0.17405E-02
  9450    0.12789E+00    0.14257E-02    0.11706E-02   -0.17403E-02
  9451    0.12774E+00    0.14253E-02    0.11703E-02   -0.17402E-02
  9452    0.12759E+00    0.14250E-02    0.11700E-02   -0.17402E-02
  9453    0.12742E+00    0.14246E-02    0.11697E-02   -0.17401E-02
  9454    0.12725E+00    0.14242E-02    0.11694E-02   -0.17401E-02
  9455    0.12707E+00    0.14239E-02    0.11691E-02   -0.17401E-02
  9456    0.12689E+00    0.14235E-02    0.11688E-02   -0.17401E-02
  9457    0.12671E+00    0.14232E-02    0.11685E-02   -0.17401E-02
  9458    0.12653E+00    0.14228E-02    0.11682E-02   -0.17402E-02
  9459    0.12635E+00    0.14224E-02    0.11679E-02   -0.17402E-02
  9460    0.12616E+00    0.14221E-02    0.11676E-02   -0.17403E-02
  9461    0.12599E+00    0.14217E-02    0.11673E-02   -0.17403E-02
  9462    0.12581E+00    0.14213E-02    0.11670E-02   -0.17403E-02
  9463    0.12564E+00    0.14210E-02    0.11667E-02   -0.17403E-02
  9464    0.12548E+00    0.14206E-02    0.11664E-02   -0.17403E-02
  9465    0.12533E+00    0.14202E-02    0.11661E-02   -0.17402E-02
  9466    0.12519E+00    0.14198E-02    0.11658E-02   -0.17401E-02
  9467    0.12505E+00    0.14195E-02    0.11655E-02   -0.17400E-02
  9468    0.12493E+00    0.14191E-02    0.11652E-02   -0.17398E-02
  9469    0.12482E+00    0.14187E-02    0.11649E-02   -0.17396E-02
  9470    0.12472E+00    0.14183E-02    0.11646E-02   -0.17393E-02
  9471    0.12464E+00    0.14179E-02    0.11642E-02   -0.17390E-02
  9472    0.12456E+00    0.14174E-02    0.11639E-02   -0.17387E-02
  9473    0.12451E+00    0.14170E-02    0.11636E-02   -0.17383E-02
  9474    0.12446E+00    0.14166E-02    0.11633E-02   -0.17378E-02
  9475    0.12444E+00    0.14161E-02    0.11630E-02   -0.17373E-02
  9476    0.12442E+00    0.14157E-02    0.11627E-02   -0.17367E-02
  9477    0.12442E+00    0.14153E-02    0.11624E-02   -0.17361E-02
  9478    0.12443E+00    0.14148E-02    0.11620E-02   -0.17354E-02
  9479    0.12446E+00    0.14143E-02    0.11617E-02   -0.17347E-02
  9480    0.12450E+00    0.14139E-02    0.11614E-02   -0.17339E-02
  9481    0.12455E+00    0.14134E-02    0.11611E-02   -0.17331E-02
  9482    0.12461E+00    0.14129E-02    0.11608E-02   -0.17323E-02
  9483    0.12468E+00    0.14124E-02    0.11604E-02   -0.17314E-02
  9484    0.12476E+00    0.14119E-02    0.11601E-02   -0.17304E-02
  9485    0.12485E+00    0.14115E-02    0.11598E-02   -0.17295E-02
  9486    0.12495E+00    0.14110E-02    0.11594E-02   -0.17285E-02
  9487    0.12505E+00    0.14105E-02    0.11591E-02   -0.17275E-02
  9488    0.12516E+00    0.14100E-02    0.11588E-02   -0.17265E-02
  9489    0.12526E+00    0.14095E-02    0.11585E-02   -0.17254E-02
  9490    0.12537E+00    0.14090E-02    0.11581E-02   -0.17244E-02
  9491    0.12548E+00    0.14085E-02    0.11578E-02   -0.17233E-02
  9492    0.12559E+00    0.14080E-02    0.11575E-02   -0.17223E-02
  9493    0.12570E+00    0.14075E-02    0.11571E-02   -0.17212E-02
  9494    0.12580E+00    0.14070E-02    0.11568E-02   -0.17202E-02
  9495    0.12589E+00    0.14065E-02    0.11565E-02   -0.17192E-02
  9496    0.12598E+00    0.14061E-02    0.11562E-02   -0.17182E-02
  9497    0.12607E+00    0.14056E-02    0.11558E-02   -0.17173E-02
  9498    0.12614E+00    0.14051E-02    0.11555E-02   -0.17163E-02
  9499    0.12620E+00    0.14047E-02    0.11552E-02   -0.17154E-02
  9500    0.12626E+00    0.14042E-02    0.11549E-02   -0.17146E-02
  9501    0.12630E+00    0.14038E-02    0.11545E-02   -0.17138E-02
  9502    0.12633E+00    0.14033E-02    0.11542E-02   -0.17130E-02
  9503    0.12634E+00    0.14029E-02    0.11539E-02   -0.17123E-02
  9504    0.12635E+00    0.14024E-02    0.11536E-02   -0.17116E-02
  9505    0.12634E+00    0.14020E-02    0.11533E-02   -0.17110E-02
  9506    0.12631E+00    0.14016E-02    0.11530E-02   -0.17104E-02
  9507    0.12627E+00    0.14012E-02    0.11527E-02   -0.17099E-02
  9508    0.12622E+00    0.14008E-02    0.11524E-02   -0.17094E-02
  9509    0.12615E+00    0.14004E-02    0.11520E-02   -0.17090E-02
  9510    0.12607E+00    0.14000E-02    0.11517E-02   -0.17087E-02
  9511    0.12598E+00    0.13996E-02    0.11514E-02   -0.17083E-02
  9512    0.12588E+00    0.13992E-02    0.11511E-02   -0.17081E-02
  9513    0.12576E+00    0.13989E-02    0.11508E-02   -0.17078E-02
  9514    0.12563E+00    0.13985E-02    0.11505E-02   -0.17077E-02
  9515    0.12549E+00    0.13981E-02    0.11502E-02   -0.17075E-02
  9516    0.12535E+00    0.13978E-02    0.11499E-02   -0.17074E-02
  9517    0.12519E+00    0.13974E-02    0.11496E-02   -0.17073E-02
  9518    0.12503E+00    0.13971E-02    0.11494E-02   -0.17073E-02
  9519    0.12486E+00    0.13967E-02    0.11491E-02   -0.17073E-02
  9520    0.12469E+00    0.13964E-02    0.11488E-02   -0.17073E-02
  9521    0.12451E+00    0.13960E-02    0.11485E-02   -0.17073E-02
  9522    0.12434E+00    0.13957E-02    0.11482E-02   -0.17073E-02
  9523    0.12416E+00    0.13953E-02    0.11479E-02   -0.17073E-02
  9524    0.12399E+00    0.13950E-02    0.11476E-02   -0.17074E-02
  9525    0.12381E+00    0.13946E-02    0.11473E-02   -0.17074E-02
  9526    0.12364E+00    0.13943E-02    0.11470E-02   -0.17074E-02
  9527    0.12348E+00    0.13939E-02    0.11467E-02   -0.17074E-02
  9528    0.12332E+00    0.13935E-02    0.11464E-02   -0.17074E-02
  9529    0.12317E+00    0.13932E-02    0.11461E-02   -0.17073E-02
  9530    0.12302E+00    0.13928E-02    0.11458E-02   -0.17072E-02
  9531    0.12289E+00    0.13924E-02    0.11455E-02   -0.17071E-02
  9532    0.12276E+00    0.13921E-02    0.11452E-02   -0.17070E-02
  9533    0.12265E+00    0.13917E-02    0.11449E-02   -0.17068E-02
  9534    0.12255E+00    0.13913E-02    0.11446E-02   -0.17066E-02
  9535    0.12246E+00    0.13909E-02    0.11443E-02   -0.17063E-02
  9536    0.12239E+00    0.13905E-02    0.11440E-02   -0.17060E-02
  9537    0.12233E+00    0.13901E-02    0.11437E-02   -0.17056E-02
  9538    0.12228E+00    0.13897E-02    0.11434E-02   -0.17052E-02
  9539    0.12224E+00    0.13892E-02    0.11431E-02   -0.17047E-02
  9540    0.12222E+00    0.13888E-02    0.11428E-02   -0.17042E-02
  9541    0.12222E+00    0.13884E-02    0.11425E-02   -0.17036E-02
  9542    0.12222E+00    0.13879E-02    0.11422E-02   -0.17030E-02
  9543    0.12224E+00    0.13875E-02    0.11419E-02   -0.17024E-02
  9544    0.12227E+00    0.13870E-02    0.11416E-02   -0.17017E-02
  9545    0.12231E+00    0.13866E-02    0.11412E-02   -0.17009E-02
  9546    0.12237E+00    0.13861E-02    0.11409E-02   -0.17001E-02
  9547    0.12243E+00    0.13856E-02    0.11406E-02   -0.16993E-02
  9548    0.12250E+00    0.13851E-02    0.11403E-02   -0.16984E-02
  9549    0.12258E+00    0.13847E-02    0.11400E-02   -0.16975E-02
  9550    0.12267E+00    0.13842E-02    0.11396E-02   -0.16966E-02
  9551    0.12276E+00    0.13837E-02    0.11393E-02   -0.16957E-02
  9552    0.12286E+00    0.13832E-02    0.11390E-02   -0.16947E-02
  9553    0.12296E+00    0.13827E-02    0.11387E-02   -0.16937E-02
  9554    0.12306E+00    0.13823E-02    0.11384E-02   -0.16927E-02
  9555    0.12317E+00    0.13818E-02    0.11380E-02   -0.16917E-02
  9556    0.12327E+00    0.13813E-02    0.11377E-02   -0.16908E-02
  9557    0.12337E+00    0.13808E-02    0.11374E-02   -0.16898E-02
  9558    0.12347E+00    0.13803E-02    0.11371E-02   -0.16888E-02
  9559    0.12356E+00    0.13799E-02    0.11367E-02   -0.16878E-02
  9560    0.12365E+00    0.13794E-02    0.11364E-02   -0.16869E-02
  9561    0.12373E+00    0.13789E-02    0.11361E-02   -0.16860E-02
  9562    0.12380E+00    0.13785E-02    0.11358E-02   -0.16851E-02
  9563    0.12386E+00    0.13780E-02    0.11355E-02   -0.16842E-02
  9564    0.12391E+00    0.13776E-02    0.11352E-02   -0.16834E-02
  9565    0.12395E+00    0.13771E-02    0.11348E-02   -0.16826E-02
  9566    0.12398E+00    0.13767E-02    0.11345E-02   -0.16818E-02
  9567    0.12400E+00    0.13763E-02    0.11342E-02   -0.16811E-02
  9568    0.12401E+00    0.13758E-02    0.11339E-02   -0.16804E-02
  9569    0.12400E+00    0.13754E-02    0.11336E-02   -0.16798E-02
  9570    0.12398E+00    0.13750E-02    0.11333E-02   -0.16793E-02
  9571    0.12395E+00    0.13746E-02    0.11330E-02   -0.16787E-02
  9572    0.12390E+00    0.13742E-02    0.11327E-02   -0.16783E-02
  9573    0.12384E+00    0.13738E-02    0.11324E-02   -0.16778E-02
  9574    0.12377E+00    0.13735E-02    0.11321E-02   -0.16774E-02
  9575    0.12368E+00    0.13731E-02    0.11318E-02   -0.16771E-02
  9576    0.12359E+00    0.13727E-02    0.11315E-02   -0.16768E-02
  9577    0.12348E+00    0.13723E-02    0.11312E-02   -0.16766E-02
  9578    0.12336E+00    0.13720E-02    0.11309E-02   -0.16764E-02
  9579    0.12323E+00    0.13716E-02    0.11306E-02   -0.16762E-02
  9580    0.12309E+00    0.13713E-02    0.11303E-02   -0.16761E-02
  9581    0.12295E+00    0.13709E-02    0.11300E-02   -0.16760E-02
  9582    0.12279E+00    0.13706E-02    0.11297E-02   -0.16759E-02
  9583    0.12264E+00    0.13703E-02    0.11294E-02   -0.16758E-02
  9584    0.12247E+00    0.13699E-02    0.11292E-02   -0.16758E-02
  9585    0.12231E+00    0.13696E-02    0.11289E-02   -0.16758E-02
  9586    0.12214E+00    0.13692E-02    0.11286E-02   -0.16758E-02
  9587    0.12197E+00    0.13689E-02    0.11283E-02   -0.16758E-02
  9588    0.12181E+00    0.13686E-02    0.11280E-02   -0.16758E-02
  9589    0.12164E+00    0.13682E-02    0.11277E-02   -0.16758E-02
  9590    0.12148E+00    0.13679E-02    0.11274E-02   -0.16757E-02
  9591    0.12132E+00    0.13675E-02    0.11271E-02   -0.16757E-02
  9592    0.12117E+00    0.13672E-02    0.11268E-02   -0.16757E-02
  9593    0.12102E+00    0.13668E-02    0.11266E-02   -0.16756E-02
  9594    0.12088E+00    0.13665E-02    0.11263E-02   -0.16755E-02
  9595    0.12075E+00    0.13661E-02    0.11260E-02   -0.16754E-02
  9596    0.12063E+00    0.13657E-02    0.11257E-02   -0.16752E-02
  9597    0.12053E+00    0.13654E-02    0.11254E-02   -0.16751E-02
  9598    0.12043E+00    0.13650E-02    0.11251E-02   -0.16748E-02
  9599    0.12034E+00    0.13646E-02    0.11248E-02   -0.16746E-02
  9600    0.12027E+00    0.13642E-02    0.11245E-02   -0.16743E-02
  9601    0.12021E+00    0.13638E-02    0.11242E-02   -0.16739E-02
  9602    0.12016E+00    0.13634E-02    0.11239E-02   -0.16735E-02
  9603    0.12012E+00    0.13630E-02    0.11236E-02   -0.16731E-02
  9604    0.12010E+00    0.13626E-02    0.11233E-02   -0.16726E-02
  9605    0.12009E+00    0.13622E-02    0.11230E-02   -0.16721E-02
  9606    0.12009E+00    0.13617E-02    0.11227E-02   -0.16715E-02
  9607    0.12011E+00    0.13613E-02    0.11224E-02   -0.16709E-02
  9608    0.12013E+00    0.13609E-02    0.11221E-02   -0.16702E-02
  9609    0.12017E+00    0.13604E-02    0.11218E-02   -0.16695E-02
  9610    0.12022E+00    0.13599E-02    0.11214E-02   -0.16687E-02
  9611    0.12027E+00    0.13595E-02    0.11211E-02   -0.16680E-02
  9612    0.12034E+00    0.13590E-02    0.11208E-02   -0.16672E-02
  9613    0.12041E+00    0.13586E-02    0.11205E-02   -0.16663E-02
  9614    0.12049E+00    0.13581E-02    0.11202E-02   -0.16655E-02
  9615    0.12058E+00    0.13576E-02    0.11199E-02   -0.16646E-02
  9616    0.12067E+00    0.13572E-02    0.11196E-02   -0.16637E-02
  9617    0.12076E+00    0.13567E-02    0.11192E-02   -0.16627E-02
  9618    0.12086E+00    0.13562E-02    0.11189E-02   -0.16618E-02
  9619    0.12095E+00    0.13557E-02    0.11186E-02   -0.16609E-02
  9620    0.12105E+00    0.13553E-02    0.11183E-02   -0.16600E-02
  9621    0.12114E+00    0.13548E-02    0.11180E-02   -0.16590E-02
  9622    0.12123E+00    0.13543E-02    0.11177E-02   -0.16581E-02
  9623    0.12131E+00    0.13539E-02    0.11174E-02   -0.16572E-02
  9624    0.12139E+00    0.13534E-02    0.11170E-02   -0.16563E-02
  9625    0.12147E+00    0.13530E-02    0.11167E-02   -0.16555E-02
  9626    0.12153E+00    0.13525E-02    0.11164E-02   -0.16546E-02
  9627    0.12159E+00    0.13521E-02    0.11161E-02   -0.16538E-02
  9628    0.12164E+00    0.13516E-02    0.11158E-02   -0.16530E-02
  9629    0.12168E+00    0.13512E-02    0.11155E-02   -0.16523E-02
  9630    0.12170E+00    0.13508E-02    0.11152E-02   -0.16516E-02
  9631    0.12172E+00    0.13504E-02    0.11149E-02   -0.16509E-02
  9632    0.12172E+00    0.13499E-02    0.11146E-02   -0.16503E-02
  9633    0.12171E+00    0.13495E-02    0.11143E-02   -0.16497E-02
  9634    0.12169E+00    0.13491E-02    0.11140E-02   -0.16491E-02
  9635    0.12166E+00    0.13487E-02    0.11137E-02   -0.16486E-02
  9636    0.12161E+00    0.13484E-02    0.11134E-02   -0.16482E-02
  9637    0.12155E+00    0.13480E-02    0.11131E-02   -0.16477E-02
  9638    0.12148E+00    0.13476E-02    0.11128E-02   -0.16474E-02
  9639    0.12140E+00    0.13472E-02    0.11125E-02   -0.16470E-02
  9640    0.12131E+00    0.13469E-02    0.11122E-02   -0.16468E-02
  9641    0.12120E+00    0.13465E-02    0.11119E-02   -0.16465E-02
  9642    0.12109E+00    0.13462E-02    0.11116E-02   -0.16463E-02
  9643    0.12097E+00    0.13458E-02    0.11113E-02   -0.16461E-02
  9644    0.12083E+00    0.13455E-02    0.11110E-02   -0.16460E-02
  9645    0.12070E+00    0.13452E-02    0.11108E-02   -0.16459E-02
  9646    0.12055E+00    0.13448E-02    0.11105E-02   -0.16458E-02
  9647    0.12040E+00    0.13445E-02    0.11102E-02   -0.16457E-02
  9648    0.12024E+00    0.13442E-02    0.11099E-02   -0.16456E-02
  9649    0.12009E+00    0.13438E-02    0.11096E-02   -0.16456E-02
  9650    0.11993E+00    0.13435E-02    0.11093E-02   -0.16456E-02
  9651    0.11977E+00    0.13432E-02    0.11091E-02   -0.16455E-02
  9652    0.11961E+00    0.13428E-02    0.11088E-02   -0.16455E-02
  9653    0.11945E+00    0.13425E-02    0.11085E-02   -0.16454E-02
  9654    0.11930E+00    0.13422E-02    0.11082E-02   -0.16454E-02
  9655    0.11915E+00    0.13418E-02    0.11079E-02   -0.16453E-02
  9656    0.11901E+00    0.13415E-02    0.11076E-02   -0.16453E-02
  9657    0.11887E+00    0.13412E-02    0.11074E-02   -0.16452E-02
  9658    0.11874E+00    0.13408E-02    0.11071E-02   -0.16451E-02
  9659    0.11862E+00    0.13405E-02    0.11068E-02   -0.16449E-02
  9660    0.11851E+00    0.13401E-02    0.11065E-02   -0.16447E-02
  9661    0.11841E+00    0.13397E-02    0.11062E-02   -0.16445E-02
  9662    0.11832E+00    0.13394E-02    0.11059E-02   -0.16443E-02
  9663    0.11824E+00    0.13390E-02    0.11056E-02   -0.16440E-02
  9664    0.11817E+00    0.13386E-02    0.11053E-02   -0.16437E-02
  9665    0.11811E+00    0.13382E-02    0.11050E-02   -0.16433E-02
  9666    0.11807E+00    0.13378E-02    0.11047E-02   -0.16429E-02
  9667    0.11804E+00    0.13374E-02    0.11044E-02   -0.16425E-02
  9668    0.11802E+00    0.13370E-02    0.11041E-02   -0.16420E-02
  9669    0.11801E+00    0.13366E-02    0.11038E-02   -0.16414E-02
  9670    0.11801E+00    0.13362E-02    0.11035E-02   -0.16409E-02
  9671    0.11803E+00    0.13358E-02    0.11032E-02   -0.16403E-02
  9672    0.11806E+00    0.13353E-02    0.11029E-02   -0.16396E-02
  9673    0.11809E+00    0.13349E-02    0.11026E-02   -0.16389E-02
  9674    0.11814E+00    0.13345E-02    0.11023E-02   -0.16382E-02
  9675    0.11819E+00    0.13340E-02    0.11020E-02   -0.16374E-02
  9676    0.11826E+00    0.13336E-02    0.11017E-02   -0.16367E-02
  9677    0.11833E+00    0.13331E-02    0.11014E-02   -0.16359E-02
  9678    0.11840E+00    0.13327E-02    0.11011E-02   -0.16350E-02
  9679    0.11849E+00    0.13322E-02    0.11008E-02   -0.16342E-02
  9680    0.11857E+00    0.13317E-02    0.11005E-02   -0.16333E-02
  9681    0.11866E+00    0.13313E-02    0.11002E-02   -0.16325E-02
  9682    0.11875E+00    0.13308E-02    0.10999E-02   -0.16316E-02
  9683    0.11884E+00    0.13304E-02    0.10996E-02   -0.16307E-02
  9684    0.11892E+00    0.13299E-02    0.10992E-02   -0.16298E-02
  9685    0.11901E+00    0.13295E-02    0.10989E-02   -0.16290E-02
  9686    0.11909E+00    0.13290E-02    0.10986E-02   -0.16281E-02
  9687    0.11917E+00    0.13285E-02    0.10983E-02   -0.16273E-02
  9688    0.11924E+00    0.13281E-02    0.10980E-02   -0.16264E-02
  9689    0.11931E+00    0.13277E-02    0.10977E-02   -0.16256E-02
  9690    0.11937E+00    0.13272E-02    0.10974E-02   -0.16248E-02
  9691    0.11942E+00    0.13268E-02    0.10971E-02   -0.16241E-02
  9692    0.11946E+00    0.13264E-02    0.10968E-02   -0.16234E-02
  9693    0.11949E+00    0.13259E-02    0.10965E-02   -0.16227E-02
  9694    0.11951E+00    0.13255E-02    0.10962E-02   -0.16220E-02
  9695    0.11952E+00    0.13251E-02    0.10959E-02   -0.16214E-02
  9696    0.11951E+00    0.13247E-02    0.10956E-02   -0.16208E-02
  9697    0.11950E+00    0.13243E-02    0.10953E-02   -0.16203E-02
  9698    0.11947E+00    0.13239E-02    0.10950E-02   -0.16198E-02
  9699    0.11944E+00    0.13235E-02    0.10947E-02   -0.16193E-02
  9700    0.11939E+00    0.13232E-02    0.10944E-02   -0.16189E-02
  9701    0.11932E+00    0.13228E-02    0.10941E-02   -0.16185E-02
  9702    0.11925E+00    0.13224E-02    0.10938E-02   -0.16182E-02
  9703    0.11917E+00    0.13221E-02    0.10936E-02   -0.16179E-02
  9704    0.11907E+00    0.13217E-02    0.10933E-02   -0.16176E-02
  9705    0.11896E+00    0.13214E-02    0.10930E-02   -0.16174E-02
  9706    0.11885E+00    0.13210E-02    0.10927E-02   -0.16172E-02
  9707    0.11873E+00    0.13207E-02    0.10924E-02   -0.16171E-02
  9708    0.11860E+00    0.13204E-02    0.10921E-02   -0.16169E-02
  9709    0.11846E+00    0.13200E-02    0.10919E-02   -0.16168E-02
  9710    0.11832E+00    0.13197E-02    0.10916E-02   -0.16167E-02
  9711    0.11817E+00    0.13194E-02    0.10913E-02   -0.16167E-02
  9712    0.11802E+00    0.13191E-02    0.10910E-02   -0.16166E-02
  9713    0.11787E+00    0.13187E-02    0.10907E-02   -0.16165E-02
  9714    0.11771E+00    0.13184E-02    0.10905E-02   -0.16165E-02
  9715    0.11756E+00    0.13181E-02    0.10902E-02   -0.16165E-02
  9716    0.11741E+00    0.13178E-02    0.10899E-02   -0.16164E-02
  9717    0.11726E+00    0.13175E-02    0.10896E-02   -0.16164E-02
  9718    0.11711E+00    0.13171E-02    0.10893E-02   -0.16163E-02
  9719    0.11697E+00    0.13168E-02    0.10891E-02   -0.16162E-02
  9720    0.11683E+00    0.13165E-02    0.10888E-02   -0.16161E-02
  9721    0.11671E+00    0.13161E-02    0.10885E-02   -0.16160E-02
  9722    0.11658E+00    0.13158E-02    0.10882E-02   -0.16158E-02
  9723    0.11647E+00    0.13155E-02    0.10879E-02   -0.16157E-02
  9724    0.11637E+00    0.13151E-02    0.10877E-02   -0.16155E-02
  9725    0.11628E+00    0.13148E-02    0.10874E-02   -0.16152E-02
  9726    0.11619E+00    0.13144E-02    0.10871E-02   -0.16149E-02
  9727    0.11612E+00    0.13140E-02    0.10868E-02   -0.16146E-02
  9728    0.11606E+00    0.13137E-02    0.10865E-02   -0.16143E-02
  9729    0.11601E+00    0.13133E-02    0.10862E-02   -0.16139E-02
  9730    0.11598E+00    0.13129E-02    0.10859E-02   -0.16134E-02
  9731    0.11595E+00    0.13125E-02    0.10856E-02   -0.16130E-02
  9732    0.11594E+00    0.13121E-02    0.10853E-02   -0.16125E-02
  9733    0.11594E+00    0.13117E-02    0.10851E-02   -0.16119E-02
  9734    0.11595E+00    0.13113E-02    0.10848E-02   -0.16113E-02
  9735    0.11597E+00    0.13109E-02    0.10845E-02   -0.16107E-02
  9736    0.11601E+00    0.13105E-02    0.10842E-02   -0.16100E-02
  9737    0.11605E+00    0.13100E-02    0.10839E-02   -0.16093E-02
  9738    0.11610E+00    0.13096E-02    0.10836E-02   -0.16086E-02
  9739    0.11616E+00    0.13092E-02    0.10833E-02   -0.16079E-02
  9740    0.11622E+00    0.13087E-02    0.10830E-02   -0.16071E-02
  9741    0.11630E+00    0.13083E-02    0.10827E-02   -0.16063E-02
  9742    0.11637E+00    0.13079E-02    0.10824E-02   -0.16055E-02
  9743    0.11645E+00    0.13074E-02    0.10821E-02   -0.16046E-02
  9744    0.11654E+00    0.13070E-02    0.10817E-02   -0.16038E-02
  9745    0.11663E+00    0.13065E-02    0.10814E-02   -0.16029E-02
  9746    0.11671E+00    0.13061E-02    0.10811E-02   -0.16021E-02
  9747    0.11680E+00    0.13056E-02    0.10808E-02   -0.16012E-02
  9748    0.11689E+00    0.13052E-02    0.10805E-02   -0.16004E-02
  9749    0.11697E+00    0.13047E-02    0.10802E-02   -0.15996E-02
  9750    0.11705E+00    0.13043E-02    0.10799E-02   -0.15987E-02
  9751    0.11712E+00    0.13038E-02    0.10796E-02   -0.15979E-02
  9752    0.11719E+00    0.13034E-02    0.10793E-02   -0.15971E-02
  9753    0.11725E+00    0.13030E-02    0.10790E-02   -0.15964E-02
  9754    0.11730E+00    0.13025E-02    0.10787E-02   -0.15957E-02
  9755    0.11734E+00    0.13021E-02    0.10784E-02   -0.15949E-02
  9756    0.11738E+00    0.13017E-02    0.10781E-02   -0.15943E-02
  9757    0.11740E+00    0.13013E-02    0.10778E-02   -0.15936E-02
  9758    0.11741E+00    0.13009E-02    0.10775E-02   -0.15930E-02
  9759    0.11741E+00    0.13005E-02    0.10773E-02   -0.15925E-02
  9760    0.11740E+00    0.13001E-02    0.10770E-02   -0.15920E-02
  9761    0.11738E+00    0.12997E-02    0.10767E-02   -0.15915E-02
  9762    0.11735E+00    0.12993E-02    0.10764E-02   -0.15910E-02
  9763    0.11730E+00    0.12989E-02    0.10761E-02   -0.15906E-02
  9764    0.11725E+00    0.12986E-02    0.10758E-02   -0.15903E-02
  9765    0.11718E+00    0.12982E-02    0.10755E-02   -0.15900E-02
  9766    0.11710E+00    0.12979E-02    0.10752E-02   -0.15897E-02
  9767    0.11701E+00    0.12975E-02    0.10750E-02   -0.15894E-02
  9768    0.11690E+00    0.12972E-02    0.10747E-02   -0.15892E-02
  9769    0.11679E+00    0.12968E-02    0.10744E-02   -0.15891E-02
  9770    0.11667E+00    0.12965E-02    0.10741E-02   -0.15889E-02
  9771    0.11655E+00    0.12962E-02    0.10739E-02   -0.15888E-02
  9772    0.11641E+00    0.12959E-02    0.10736E-02   -0.15887E-02
  9773    0.11627E+00    0.12955E-02    0.10733E-02   -0.15886E-02
  9774    0.11613E+00    0.12952E-02    0.10730E-02   -0.15886E-02
  9775    0.11598E+00    0.12949E-02    0.10728E-02   -0.15885E-02
